id,name,text,trans
0000000000000,佑芽,あーっ……気持ちよかったあぁぁ～。,啊～……太舒服了～～～。
0000000000000,莉波,まさか温泉をいただいちゃうなんて……\nありがとう、千奈ちゃん。,没想到能泡温泉……\n谢谢你，千奈。
0000000000000,千奈,はい！　みなさんには\nお世話になっていますから！,不客气！因为大家\n一直都在照顾我嘛！
0000000000000,千奈,よろしければいつでも\nお越しくださいませっ！,如果可以的话，随时\n都欢迎再来！
0000000000000,千奈,あっ……とと……,啊……哎呀……
0000000000000,千奈,うぅ……頭がクラクラして\nしまいました。,呜……头有点晕\n起来了。
0000000000000,莉波,のぼせちゃったのかな。\nちょっと休憩しよっか。,是不是泡过头了？\n休息一下吧。
0000000000000,莉波,一度、学園に戻る？,要不要回学园？
0000000000000,千奈,いえ、せっかくですし、\nおもてなしいたしますわ。,不，难得来了，\n我来招待你们。
0000000000000,千奈,こちらにどうぞ！,这边请！
0000000000000,佑芽,はぅ～～～～。\n涼しい～～～～……,啊～～～～。\n好凉快～～～～……
0000000000000,莉波,千奈ちゃんの家……\nすごいね……,千奈家的房子……\n真厉害……
0000000000000,千奈,お爺様の別荘なのです。\nさ、どうぞお食べください。,这是爷爷的别墅。\n请随意享用。
0000000000000,佑芽,わっ！　このお菓子、\nすっごく甘い！,哇！这个点心，\n好甜啊！
0000000000000,莉波,ほんとだ、お茶もすごく美味しい……,真的，茶也很好喝……
0000000000000,莉波,こんないいものを頂いちゃって\nいいの？,这么好的东西，\n我们能收下吗？
0000000000000,千奈,大切なお客様ですから、\nどうぞご遠慮なく！,你们是重要的客人，\n请不要客气！
0000000000000,千奈,それと莉波お姉さま、さきほど\n肩が凝っているとお聞きしました。,还有，莉波姐姐，刚才\n听说你肩膀酸痛。
0000000000000,千奈,どうぞ、うちのメイドのマッサージを\nご堪能ください！,请享受一下我们家的\n女仆按摩吧！
0000000000000,莉波,マ、マッサージ！？\nそこまでしてもらうのは……,按、按摩！？\n这样太不好意思了……
0000000000000,千奈,いえいえ、どうぞどうぞ♪,不不，请一定要试试♪
0000000000000,千奈,おもてなしすると言ったら、\nとことんいたしますわ！,说到招待，\n就要做到极致！
0000000000000,千奈,うちのメイドはマッサージも\nプロでございますから！,我们的女仆按摩\n可是专业的哦！
0000000000000,千奈,それとですね、わたくしから\n提案があるのですが……！,还有，我有个\n提议……
0000000000000,千奈,本日はぜひ、\n泊まっていってくださいませ！,今天请一定\n要住下来！
0000000000000,佑芽,うぅ～～～マッサージまで\n気持ちいい～……,呜～～～按摩也\n好舒服～……
0000000000000,佑芽,お姉ちゃんと互角だぁ～……,跟姐姐的技艺不相上下～……
0000000000000,莉波,こんなにしてもらって、\n私、幸せだな……,被这么照顾，\n我觉得好幸福……
0000000000000,千奈,楽しんでいただけて嬉しいですわ。,你们开心我就很高兴了。
0000000000000,莉波,ふふ。今、千奈ちゃんが\n大事なことを言ったかも。,呵呵。刚才千奈\n说了很重要的事呢。
0000000000000,莉波,みんな温泉で、どういうところが\n楽しいんだと思う？,大家觉得泡温泉\n最开心的是什么？
0000000000000,千奈,……へ？　それは……\n気持ちよくて……,……呃？这个嘛……\n很舒服……
0000000000000,佑芽,泳いで楽しい……のは\nあたしだけかあ……,游泳很开心……\n只有我一个人觉得吗……
0000000000000,佑芽,なにか思いつきそう\nなんだけどなあ～……,感觉好像快想到了什么\n但是啊～……
0000000000000,千奈,夜はまだ始まったばかり。\n徹夜してでも、考えましょう！,夜晚才刚刚开始。\n就算熬夜，也要想出来！
0000000000000,千奈,すぅ……すぅ……,呼……呼……
0000000000000,佑芽,あ……寝ちゃった。\n着替えないとシワになっちゃうよ。,啊……睡着了。\n不换衣服会起皱的哦。
0000000000000,莉波,張り切っておもてなしして\nくれてたから、疲れちゃったのかな。,她那么努力地招待我们，\n可能累了吧。
0000000000000,莉波,佑芽ちゃん。もう遅いし、\n今日はここまでにしよっか。,佑芽。已经很晚了，\n今天就到这里吧。
0000000000000,佑芽,……莉波先輩ってすごいですよね。,……莉波前辈真厉害。
0000000000000,佑芽,あたしが考えたアイデア、\n問題ばっかりで。,我想出来的点子，\n全是问题。
0000000000000,佑芽,ぜーんぜん、いいのが\n思い浮かばないんです。,一点好主意\n都想不出来。
0000000000000,佑芽,いっそのこと、莉波先輩に\n全部考えてもらった方が早いかも……？,干脆让莉波前辈\n全都想出来会不会更快……？
0000000000000,莉波,私からすれば、\n佑芽ちゃんの方がよっぽどすごいよ。,在我看来，\n佑芽你才更厉害呢。
0000000000000,佑芽,へ……？,诶……？
0000000000000,莉波,考え方を知ってるだけじゃ、\nいいアイデアは浮かばないもの。,光是知道怎么想，\n不一定能想到好主意。
0000000000000,莉波,ふたりが出すアイデア、どれも\nワクワクしてすごく楽しそう。,你们俩提出的点子，每一个\n都让人兴奋，看起来很有趣。
0000000000000,莉波,私には、あんなアイデアは\n出せないから。羨ましいよ。,我可是想不出那样的点子，\n真羡慕你们。
0000000000000,佑芽,でも、楽しいだけじゃ\nダメなんですよね？,但是，光有趣\n是不够的吧？
0000000000000,莉波,ふふ、そのための私なんだよ。,呵呵，那正是我的作用啊。
0000000000000,莉波,行き過ぎたときは止めるから、\n楽しいこと、たくさん考えてね。,当你们走得太远时，我会阻止，\n所以尽情去想那些有趣的事情吧。
0000000000000,莉波,それは佑芽ちゃん達じゃなきゃ\nできないことだから。,那是只有你们俩\n才能做到的事。
0000000000000,佑芽,あたし達じゃなきゃ、\nできないこと……,只有我们俩\n才能做到的事……
0000000000000,佑芽,……はい！　わかりました！,……好的！我明白了！
0000000000000,佑芽,すっごく楽しいこと、\nもっと考えます！,我会想出更多\n非常有趣的点子的！
0000000000000,千奈,お話は聞かせていただきました！,我听到你们的对话了哦！
0000000000000,佑芽,わぁ！　ち、千奈ちゃん。\n起きてたの？,哇！千，千奈。\n你醒着啊？
0000000000000,千奈,もちろん！　わたくし、\nたいへん感銘を受けましたわ！,当然！我，\n非常受感动了！
0000000000000,千奈,明日は今日以上にがんばりますので、\nどうかよろしくお願いいたします！,明天我会比今天更努力，\n请多多关照！
0000000000000,佑芽,千奈ちゃん！,千奈！
0000000000000,千奈,花海さん！,花海同学！
0000000000000,莉波,ふふ、頼もしいね。\nでも、夜ふかししちゃだめだよ。,呵呵，真可靠。\n不过，不能熬夜哦。
0000000000000,莉波,明日も授業があるから、\n今日は早く寝ようね。,明天还有课，\n今天早点睡吧。
info,adv_event_006_main-03.txt,,
译者,gpt-4o-2024-05-13,,
