id,name,text,trans
0000000000000,咲季,さあ清夏。次は何で勝負するの？,来吧，清夏。接下来要比什么？
0000000000000,清夏,こ、これ以上勝負する体力なんて\nないよ……めっちゃ疲れたぁ……,我、我已经没有体力再比了……\n累死了……
0000000000000,咲季,何言ってるのよ、ランニングなんて\nただのウォーミングアップじゃない。,你在说什么啊，跑步不过是\n热身而已。
0000000000000,咲季,ここからがトレーニングの本番よ！\nそうでしょう！？,从现在开始才是真正的训练！\n对吧！？
0000000000000,清夏,（バ、バケモンじゃん……\nこのままだと咲季っちに殺される……）,（这、这简直是怪物啊……\n再这样下去会被咲季杀掉的……）
0000000000000,清夏,そ～だ！,对～啊！
0000000000000,清夏,じゃあ咲季っち、ゲームで勝負しない？\nこれからゲーセンに行こうよ♪,那咲季，我们来比游戏吧？\n现在就去游戏厅吧♪
0000000000000,咲季,ゲーセン？　\nなんでわざわざ……,游戏厅？\n为什么要特意去……
0000000000000,清夏,たまにはいーじゃん。\n休日も勉強と睡眠ばっかりなんでしょ？,偶尔去一下也不错嘛。\n你休息日不是只有学习和睡觉吗？
0000000000000,咲季,……まあ、たまにはそういうのも\nいいかしらね。分かったわ。,……嗯，偶尔这样也不错。\n好吧，我明白了。
0000000000000,咲季,ふうん、ここがゲーセンなのね……,嗯，这里就是游戏厅啊……
0000000000000,清夏,咲季っち、ゲーセン初めて？,咲季，你是第一次来游戏厅吗？
0000000000000,咲季,そういうわけではないけれど……\nあまり来ることはないわね。,倒也不是……\n只是不太常来。
0000000000000,清夏,ま、そーだよね～。\nじゃ、あたしがいろいろ教えたげる！,嘛，也是呢～。\n那我来教你各种玩法吧！
0000000000000,咲季,まず教わらないと勝負できないものね。\nよろしくお願いするわ！,首先得学会才能比试呢。\n那就拜托你了！
0000000000000,清夏,えっと、これは銃でゾンビを撃って、\nやられないように進むゲームで――,嗯，这是用枪射击僵尸，\n一边前进一边不被击中的游戏——
0000000000000,咲季,ふむふむ……コツを掴んできたわ。\n囲まれないように立ち回るべきなのね。,嗯嗯……我大概掌握要领了。\n应该避免被包围，灵活移动对吧。
0000000000000,清夏,うわ……もうクリアしたの？\n咲季っち、上達速度やばすぎない？,哇……你已经通关了？\n咲季，你的进步速度也太快了吧？
0000000000000,咲季,やるからには本気でやるわ。\n当然じゃない。,既然要做，就要认真做。\n这不是理所当然的吗。
0000000000000,清夏,何に対してもその姿勢を維持できるの、\nマジ尊敬するわ……,无论做什么都能保持这种态度，\n我真的好佩服你……
info,adv_csprt-3-0043_02.txt,,
译者,deepseek-chat,,
