id,name,text,trans
0000000000000,{user},今回は、新作ロボットアニメの、\n1話先行上映会です。,这次是机器人动画新作的\n第1话先行上映会。
0000000000000,燕,ほう……楽しみだな。\n感想コメントは任せておけ。,哦……真期待啊。\n感想评论就交给我吧。
select,,まずは楽しく\n観てください,首先请\n愉快地观看
select,,細かい所も\n見逃さず！,细节部分也\n不要错过
select,,ストーリーに\n注目です,请关注\n故事情节
0000000000000,燕,言われずとも、全力で楽しむ！\n……上映はまだか！,不用你说，我也会全力享受的！\n……还没开始放映吗！
0000000000000,{user},熱いコメントだ……！　雨夜さんの\n思いが、ダイレクトに伝わってくる！,真是热烈的评论……！雨夜同学的\n心意直接传达过来了！
0000000000000,燕,もちろんだ。\n機体のアンテナ一本すら見逃さん！,当然。\n连机体的一根天线都不会放过！
0000000000000,{user},熱いコメントだ……！　雨夜さんの\n思いが、ダイレクトに伝わってくる！,真是热烈的评论……！雨夜同学的\n心意直接传达过来了！
0000000000000,燕,事前情報はチェックした。この世界観で\nどんな話になるのか……見ものだな。,我已经调查过事前情报了。在这个世界观下，\n会有什么样的故事呢……真值得一看啊。
0000000000000,{user},熱いコメントだ……！　雨夜さんの\n思いが、ダイレクトに伝わってくる！,真是热烈的评论……！　雨夜同学的\n心意直接传达过来了！
info,adv_pevent_002_atbm_sales_4-004-02.txt,,
译者,deepseek-reasoner,,
